Id,Sentiment,Text
1714,neutral,kan aku ada cita cita jugak tengok iphone 8 plus hahaha intern pun bukan banyak pun masuk haha have fun kel kat si
1715,neutral,aku nampak huhu
1716,positive,aku cinta bahasa indonesia
1717,negative,kamu udah kuliah tapi kok ga malu sih 
1718,negative,kenapa kurus kering sangat ni tak cukup makan ke dia tak tahu yang aku struggle gila nak tambah berat badan t 
1719,neutral,aku lapar ni haih
1720,positive,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag 
1721,neutral,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga 
1722,neutral,apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead 
1723,neutral,hai kakilahkan informasikan detail kendala kamu terkaithopee yang dapat kami bantu ya kak os
1724,negative,heh kamu kira aku bencong apa
1725,negative,aku stress dah ni main ml asyik menang kalah menang kalah sampai aku khawin pon tak naik ii 
1726,neutral,your voice nyanyi lah lagi sebab tu lah aku selalu suruh kau nyanyi utk aku nasib kau melayan perangai aku k 
1727,neutral,ou jadi yg nicknya cechen itu kamu toh d
1728,positive,mungkin kamu hanya seseorang bagi dunia tapi bagi seseorang mungkin kamu dunianya 
1729,positive,terima hal hal yang memang tidak bisa diubah dan ubah hal hal yang kamu tak suka tapi masih ada kemungkinan untuk b 
1730,neutral,aku open sharing ini ada yg mau gak 
1731,positive,sama aku juga sering gitu
1732,neutral,kalau ada orang ajak ajak aku sekali aku pun bosan ni
1733,neutral,giveaway for nctzen hai sesuai janji aku aku adain ga karena dapet 2 poster dan pc chenle poster we go up 1 s 
1734,neutral,jangan pantang menyerah ya walaupun nanti kamu pasti bakal ninggalin jkt48 aku akan tetapupprot kamu del della jkt48
1735,negative,terkadang bukan kenangan buruk yang membuatmu bersedih tapi kenangan indah yang kamu tahu hal itu tak akan terulang kem jokamlicious
1736,neutral,kalaulah overthink ni boleh buat duit dah lama aku kaya 
1737,neutral,aku iseng bukain following ig kamu kok cewek semua 
1738,negative,huh yg gw liat sejauh ini j army ga menentang malah pada seneng nanti pas handshake event saingannya dikit lol pinter kamu
1739,neutral,ldr asalamualaikum hai kak ea hari ini aku mau rikwes lagu aku cah kerjo salam salam buat putra cing adi 
1740,negative,pinned chat kat ws dok atas sekali ws dua hari lepas tak read read tapi dp ws dah 3 4 kali aku tengok ubah ubah em ok laa 
1741,neutral,sekali doang itu juga cuman bertiga kan aku anak asrama jarang muncul
1742,negative,aku ingin jadi yg terakhir untuk kau tapi semuanya mimpi
1743,neutral,yang letok dalam mangkuk jamban lagi ngotor bodo base dok reti
1744,neutral,siapa yang tahu pak ahok nyindir siapa yahc aku dukung dendamnya pak ahok untuk mengusut pejabat brengsek pantesan bis 
1745,positive,pasca debut dan semakin bergulirnya waktu bigbang juga menunjukkan banyak sekali peningkatan contohtage presence 
1746,negative,jangan sentuh aku v
1747,negative,jangan berjuang untuk orang yang gak perjuangin kamu juga coba noleh kebelakang gaada sih yg perjuangin kamu xixixi
1748,negative,aku tengah deal dengan hati tapi aku kalah sebab masih sayangkan kau 
1749,neutral,aku
1750,negative,sekali aku dah tegur cukup mungkin dia nak berubah ke tak hal dia asalkan dah lepas tanggungjawabkan
1751,neutral,halo teman idaman saatnya quizidaman turbo hadir kembali niih kali ini turbo ingin mengajak kamu untuk menebak keunggul 
1752,positive,kalau gituu aku mau pc holo setnya yang wonwoo 1 yang mana ajalah buat hadiah wkwk fannya masih ada ga ka 
1753,negative,gaisss maafkan la si gemok lagi bodoh ini sesungguhnya dia hanya manusia biasa yg sering melakukan kesilapan dan 
1754,neutral,iyaaa kalau aku naik kelas 
1755,negative,kadang2 aku rasa kau terpaksa kau takde pilihan pun untuk stay tapi kau taknak nampak kejam untuk pergi 
1756,neutral,lately ni keje aku nak menafikan dan menjawab pertuduhan dan fitnah orang jeenang jugak kerja pembangkang ni dia lup 
1757,positive,nctea aku jadi pengen punya pacar kayak jaemin sumpah dia tuh loving guy banget kalo lgi dengerin org crita senyumnya 
1758,neutral,mamah nanyain kamu
1759,negative,mb aku emang bangsad maafkan aku 
1760,neutral,dm aku ga open ya 
1761,neutral,shakir mcm dah tau je aku spy dia tenang je aku nak tinggalkan family 
1762,neutral,'taeyong buka dengerin aku aku bisa jelasin' jalan pak rh 
1763,neutral,apa benda aku baca ni
1764,positive,aku memahami eceh
1765,neutral,3 kirim jawaban di kolom komentar dengan format quizidaman tebakkeunggulanblenderturbo dilengkapi dengan jawaban kamu 4 
1766,negative,mesti sakit kalau tercucuk
1767,neutral,jujur aku butuh liburan 
1768,neutral,fast giveawayesuai janji ga pulsa tp terserah aku nominalnya brp doain semoga barang dr temenku smpe di rumahku 
1769,negative,aku tak dapat hidup tanpa sahabat baik ku aku bahkan tak dapat membayangkan dunia tanpa sahabat baik ku erzacarlet
1770,negative,dia ajak aku main game dalam kedaan hp org semua kene rampas ni jadah dia haih
1771,negative,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
1772,neutral,biasa aku bayar advance 
1773,neutral,acara mingguan di rumah aku itu mahj
1774,negative,jangan kamu cemburu akan nikmat yg diperoleh oleh ahli maksiat 
1775,negative,syok sendiri aku pun tak post dlm acc aku kau pulak postkan dalam acc aku 
1776,neutral,kalo buat aku sih ya pada saat kamu diam itu bukan emas tapi emesh 
1777,positive,alangkah baiknya jika kamu bersedia mengenal kan ku padanya nov
1778,negative,aku harap orang yang buat kat kucing macam ni kekal dalam neraka hidup pun perangai lagi teruk dari binatang 
1779,positive,i have submitted your resume tolong ah accept kalau dapat taklah aku pisang kat sini hahahaahah
1780,neutral,anyone bagi tau aku sat apa yang salah mungkin nak pegawai menteri datang rumah kot jemput bagi surat ohh dalam iium onlin 
1781,negative,daripada gaketemu sama sekali sih dia kan mau ngelepas kangan bukan mau liat kamu mulus 
1782,negative,thread paling anjing at first ingat apa masalah minah ni cakap pasal insecurity dia atau masalah psycho dia rupa rupa 
1783,neutral,nama kau sama dengan aku jadi muka pun mesti sama 
1784,negative,aku ke kampus untuk menuntut ilmu ketemu wong2 podo gak takon yoweslah 
1785,positive,dan inilah yang crusah aku kate kan thankiu 
1786,neutral,29 fav tanggal lahir kamu 
1787,neutral,siang cuaca hari ini lagi panas atau dingin kalau lagi panas jangan lupa minum air putih yang banyak tapi jangan 
1788,negative,adik aku kalah fifa dia salahkan fifa
1789,negative,anjing
1790,positive,kak ingt msh ada aku gk ush pusing klau nanti sibuk wkwkwk
1791,neutral,kisah dia sama seperti aq kot 
1792,neutral,so lirik amanra yg lu humble dia tumblr tu lucah laaa ya allah aku dok nyanyi dlm otak setiap kali dlm keta astaghfirllahalazim
1793,neutral,dtg ipoh aku on terus
1794,neutral,macam mana bos aku tau aku tengah menyorok kat malaysia ni aku dah tak buat dah kerja2 spy ni aku dah bersara nak hidup 
1795,neutral,perut ni dok bunyi plakk aku xde selera mkn kau pulak sibuk bunyi xleh paham ka tuan hg ni xda mood 
1796,positive,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di 
1797,negative,maybe now u won but its okay kita takkan sentiasa di ats just do wht ever u want u guys yg mintak aku benci korg 
1798,neutral,mak mertua pernah kena copek dek makcik tua dalam kedai tudung dekat jalan tar lepas tengok cctv yang jelas macam hd 
1799,neutral,oh iya tanggal 14 ya aku nggak punya foto konsep isd 
1800,neutral,aku tak tau mana yang binatang sekarang 
1801,negative,math paper 1 boleh buat aku menangis
1802,positive,yes sumpah sure hahhahahah stress aku nak membuang pon tak selesa
1803,neutral,seketika aku lupa istilah fingerprint masa 
1804,neutral,apakah aku tida terlalu termotivasi
1805,negative,heh justru aku iri sama yang ambis aku tu ya sumpah ngantukan sekos nih sama2 anak fk 
1806,neutral,mcm biasalah ye mampu target je tak tau lah rupa result mcm mana nanti harap2 tak hodoh sangat mcm rupa aku ahaks 
1807,neutral,10 aku reveal crush aku deal 
1808,positive,selamat siangg wahai kawanku bagaimana siang jum'at nya panas kah ah pasti kayaknyaemoga ga sepanas keti 
1809,positive,ya ya ya dan aku tahu sekarang 
1810,neutral,a friend of mine yang aku selalu lupa nama tu dia patut tempek kat dahi nama dia so aku tak cakap bye awakkhould h 
1811,negative,dengan kata lain bigbang tidak akan pernah bisa kamu banding bandingkan dengan siapapun dan gak ada itu kata kata the nex 
1812,neutral,dlu time skolah tak sampai hati xmakan ape mak masak utk sapan kalau dah lambat pun aku tetap akan makan atau 
1813,neutral,tapi kalian sama sama kyot aku joha 
1814,negative,tak ajak aku pun 
1815,positive,hahahahha nasib aku adekan saport kau dulu tidak nanti hambar
1816,negative,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
1817,negative,aku kangen kamu dulu saat kita jalan bersama 
1818,neutral,iya nih di jogjaa maba akuuu wkwkwkkw kamu gap year 
1819,neutral,halo kak aku baru pertama mau belajar skinkeran jadi ini pake pas malam gitu itu semua atau gimana maaf kalo rep 
1820,neutral,jumat malam bersama 2 kawan di dalam mobil menuju sebwah apartemen diurabaya barat b gaes sorry ya aku dan a k 
1821,negative,kisah sedih minggu ini 
1822,neutral,janganampai aku rebus paper math ha
1823,positive,yaa aku kan pengen dapet 
1824,negative,kalo kamu lagi dimana mana dan itu bukan daerahmu ya coba buat ngehargain apa yang ada disana jangan sembar 
1825,neutral,itu kalo ditanya in ke aku pasti 90 jawabannya 
1826,neutral,tahukah kamu 14eptember diperingati sebagai hari kunjung perpustakaan peringatan ini dimulai sejak tahun 1995 oleh p 
1827,neutral,pah butang baju melayu aku mana pah 
1828,negative,aku pernah ngorat sorang laki ni pastu dia rejected aku mampus tanak ngorat dahhhhh
1829,positive,karna penampilan tidak menjamin rijki serta jodoh seseorang jadi bersyukurlah aku yg tetap selalu mencoba seseder 
1830,neutral,aku ngerti sek tok maksud tp koe bien wae tbtb lungo aku udu ameh mengungkit masalalu mbok uwes aku menyarankan 
1831,negative,turn off betul bila nak argue dengan someone and that someone start personal attack or screenshot bio lmao sebab tu 
1832,neutral,aku dtg ukm aja cm sekali kak wwkwkk btw album gimans kak q menunggu 
1833,neutral,aku ni balik balik penat tau lepastu tgk tgk ada makcik bawang niialla
1834,positive,aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p 
1835,neutral,meskipun di dunia ini milyar juta orang tapi sebenarnya mereka sudah tidak ada fatamorgana itulah sebabnya tid 
1836,neutral,kita strictkan pembelian rumah 1 keluarga 1 rumah je boleh beli nanti siapa yang baru start kerja minggu pertama kerja 
1837,neutral,chtt aku tan nih wa aku 081578766035
1838,positive,9 10 krn kesempurnaan hanya milik allahwt ea aku pgn bisa buat gituan biar cttnku asik gt dibacanyaaa
1839,neutral,pastu nak salahkan aku 
1840,negative,jangan lupa sholat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kirain makasi 
1841,positive,thank you cit udah percaya ama shop aku 
1842,neutral,semua habis babe aku privy amp anusya travel dr tm pudu tbs and skg dari tbs nak gi ipoh bas pkl 1 
1843,positive,dear kaum hawa ciri bf apa yang anda suka aku tanya hawa yang jantan jangan komen hahaha
1844,neutral,drkepo apakah kamu mempunyai binatang peliharaan saat ini 
1845,neutral,nctzh jaemin as anak broken home nana gabisa dihubungin setelah kalian vc semalem dan kamu denger suara banting banting 
1846,negative,iyaa serah kamu serah 
1847,neutral,kalo aku naksir mau apa kau 
1848,neutral,bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
1849,neutral,balik je muka patah hati gado dgn matair ke keluar dgn kawan jgn cakap je skali keluar dgn orang lain ape bu 
1850,neutral,bkpe tarikh dia 31 9 
1851,negative,then mase aku tade mood tu ternampak pula post pasal kucing lah dobi lah lagi buat aku geram 
1852,positive,kamu cantik dan hatimu baik hertysev
1853,neutral,giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules aja dan ucapkan saya wish dan screenshoo 
1854,negative,nyesek rasanya kenapa kamu setega itu
1855,neutral,kasi aku bocoran penempatan kdmp dong hcbp tidak bisa menahan kedeg degan ini selama 2 minggu lagi
1856,neutral,1 ruang ada kursi baru dan ada kursi lama cukup lama juga ini karena kelas ada yang di pake jadi permisi permisi d 
1857,negative,kenapalah aku kena duduk depan drama queen ni urghhhh 
1858,neutral,sampai studio buka memory card camera semua gambar blur dan lop sided lol
1859,neutral,ni nak femes je sebenarnya 
1860,positive,ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka 
1861,negative,aku rasa jual maruah pun tak lepas nak beli iphone xs ni 
1862,neutral,aku 4beradik 2laki 2pueyemua jaley mendado gtu tp hk jate tu bialah hk tino ni saeng2 aku pom r 
1863,negative,aku benci menganggap enteng apapun tugas yang diberikan gildarts
1864,negative,nyebelin banget sengaja banget buat sebell huft 
1865,positive,bersama terbenamnya matahari senja ini panjangkanlah kesabaranku sampaikanlah aku di masa depan yang mapan
1866,negative,suka heran kenapa rp chanyeol banyak banget di tl aku sampe puyeng 
1867,positive,laa patutlah bapa aku pakai dp wasap accapan farewell 
1868,neutral,aku ngomongin keseluruhan na 
1869,positive,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di 
1870,negative,pp bingung mau nembak cewe gimana atau mau ngelamar hmmm atau mau mensive tp bingung mau ngasih hadiah apaa hiiiii 
1871,positive,giveaway bcs belakangan ini banyak kejadian hal baik dan aku udh ngerasain gimana rasanya menang ga jadi aku mau ga kec 
1872,negative,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
1873,negative,so im back to single life after being dumbed by my ex gf sebab dia ada laki lain guys not all men are trash aku sia 
1874,neutral,2hare retweet repost informasi tentang kuis ini pada akun sosial media kalian dan tag mention 10 orang teman kamu 
1875,neutral,yaallah masku baju nya pernah begini
1876,neutral,apakah sudah templatenya kalo udah jadi mamah mamah tuh kalo ada bagi2 hadiah atau apapun akan bilang aku satu lagi dong b 
1877,neutral,2 tipe orang saat makan nasi kamu suka nasi apa 
1878,neutral,jahsbbehdf exactly benda aku yang fikir dah kerin macam sotong kerin pun tak angkat2 lagj
1879,neutral,vote mwave music chart h 5 mass voting voting serentak 1x vote per akun per hari 
1880,neutral,aku juga kembar sama dia 
1881,positive,aku harap korang akan okay
1882,neutral,mamak ni nak try aku ke apa 
1883,neutral,apakah aku telat 
1884,positive,yaaaaaaa
1885,neutral,aku mah gaada ia ia ia 
1886,negative,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
1887,positive,aku aja aku
1888,neutral,korang tak beranak takpelah boleh maintan cuba korang yang teran anak tengok la camner
1889,neutral,w n serius kak aku kayak gini kalo tidur sendiri di kamar mama aku masa
1890,neutral,kalau bestfriend perempuan tu kenal lagi lama dari awek its okay lah bagi aku kalau tak baik bestfriend tu jadi a 
